FLDNAME,DBSYMBOL,ALIAS,SYMBOLID,PROFID,DESCRIPT,REFCODE,CATEGORY,MISMO_VALUE,SRCENV,REC_CUSTOM,CREATE_DATE,MODIFY_DATE
Res Cred Inq Loan Ty,CREDI67,Mortgage,3352,,Mortgage,67,,Mortgage,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI68,NoteLoan,3353,,NoteLoan,68,,NoteLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI69,NoteLoanWithComaker,3354,,NoteLoanWithComaker,69,,NoteLoanWithComaker,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI7,AutoRefinance,3355,,AutoRefinance,7,,AutoRefinance,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI70,Other,3356,,Other,70,,Other,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI71,PartiallySecured,3357,,PartiallySecured,71,,PartiallySecured,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI72,PersonalLoan,3358,,PersonalLoan,72,,PersonalLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI73,RealEstate-JuniorLie,3359,,RealEstate-JuniorLie,73,,RealEstateJuniorLiens,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI74,RealEstate-LoanEquit,3360,,RealEstate-LoanEquit,74,,RealEstateLoanEquityTransfer,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI75,RealEstateMortgageWi,3361,,RealEstateMortgageWi,75,,RealEstateMortgageWithoutOtherCollateral,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI76,RealEstateSpecificTy,3362,,RealEstateSpecificTy,76,,RealEstateSpecificTypeUnknown,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI77,Recreational,3363,,Recreational,77,,Recreational,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI78,RecreationalVehicle,3364,,RecreationalVehicle,78,,RecreationalVehicle,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI79,Refinance,3365,,Refinance,79,,Refinance,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI8,Automobile,3366,,Automobile,8,,Automobile,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI80,RefundAnticipationLo,3367,,RefundAnticipationLo,80,,RefundAnticipationLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI81,RentalAgreement,3368,,RentalAgreement,81,,RentalAgreement,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI82,ResidentialLoan,3369,,ResidentialLoan,82,,ResidentialLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI83,ReturnedCheck,3370,,ReturnedCheck,83,,ReturnedCheck,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI84,RevolvingBusinessLin,3371,,RevolvingBusinessLin,84,,RevolvingBusinessLines,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI85,SecondMortgage,3372,,SecondMortgage,85,,SecondMortgage,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI86,Secured,3373,,Secured,86,,Secured,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI87,SecuredByCosigner,3374,,SecuredByCosigner,87,,SecuredByCosigner,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI88,SecuredCreditCard,3375,,SecuredCreditCard,88,,SecuredCreditCard,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI89,SecuredHomeImproveme,3376,,SecuredHomeImproveme,89,,SecuredHomeImprovement,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI9,Bi-MonthlyMortgageTe,3377,,Bi-MonthlyMortgageTe,9,,BiMonthlyMortgageTermInYears,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI90,Semi-MonthlyMortgage,3378,,Semi-MonthlyMortgage,90,,SemiMonthlyMortgagePayment,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI91,SinglePaymentLoan,3379,,SinglePaymentLoan,91,,SinglePaymentLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI92,SpouseSupport,3380,,SpouseSupport,92,,SpouseSupport,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI93,SummaryOfAccountsWit,3381,,SummaryOfAccountsWit,93,,SummaryOfAccountsWithSameStatus,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI94,TimeSharedLoan,3382,,TimeSharedLoan,94,,TimeSharedLoan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI95,Title1Loan,3383,,Title1Loan,95,,Title1Loan,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI96,UnknownLoanType,3384,,UnknownLoanType,96,,UnknownLoanType,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI97,Unsecured,3385,,Unsecured,97,,Unsecured,,,9/12/2018 16:14,6/11/2020 2:22
Res Cred Inq Loan Ty,CREDI98,VA Loan,3386,,VA Loan,98,,VeteransAdministrationLoan,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Loan Ty,CREDI99,VA Mortgage,3387,,VA Mortgage,99,,VeteransAdministrationRealEstateMortgage,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Rep Src,CREDI1,Equifax,3388,,Equifax,1,,Equifax,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Rep Src,CREDI2,Experian,3389,,Experian,2,,Experian,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Rep Src,CREDI3,MergedData,3390,,MergedData,3,,MergedData,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Rep Src,CREDI4,Other,3391,,Other,4,,Other,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Rep Src,CREDI5,TransUnion,3392,,TransUnion,5,,TransUnion,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI1,AccountClosed,3393,,AccountClosed,1,,AccountClosed,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI10,ReportingAgencyInqui,3394,,ReportingAgencyInqui,10,,ReportingAgencyInquiry,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI11,Unknown,3395,,Unknown,11,,Unknown,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI2,ApplicationPending,3396,,ApplicationPending,2,,ApplicationPending,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI3,Declined,3397,,Declined,3,,Declined,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI4,DidNotInquire,3398,,DidNotInquire,4,,DidNotInquire,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI5,NoOpenAccount,3399,,NoOpenAccount,5,,NoOpenAccount,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI6,NotALender,3400,,NotALender,6,,NotALender,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI7,OpenAccountNumberNot,3401,,OpenAccountNumberNot,7,,OpenAccountNumberNotIssued,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI8,OpenDiscovered,3402,,OpenDiscovered,8,,OpenDiscovered,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Reslt,CREDI9,OpenPrimaryAccount,3403,,OpenPrimaryAccount,9,,OpenPrimaryAccount,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Source,CREDI1,Borrower,3404,,Borrower,1,,Borrower,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Source,CREDI2,CreditBureau,3405,,CreditBureau,2,,CreditBureau,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Source,CREDI3,Equifax,3406,,Equifax,3,,Equifax,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Source,CREDI4,Experian,3407,,Experian,4,,Experian,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Source,CREDI5,Lender,3408,,Lender,5,,Lender,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Source,CREDI6,RepositoryBureau,3409,,RepositoryBureau,6,,RepositoryBureau,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Inq Source,CREDI7,TransUnion,3410,,TransUnion,7,,TransUnion,,,9/12/2018 16:14,6/11/2020 2:21
res Cred Inq Ver Typ,CREDI1,NotVerified,3411,,NotVerified,1,,NotVerified,,,9/12/2018 16:14,6/11/2020 2:21
res Cred Inq Ver Typ,CREDI2,ToBeVerified,3412,,ToBeVerified,2,,ToBeVerified,,,9/12/2018 16:14,6/11/2020 2:21
res Cred Inq Ver Typ,CREDI3,Verified,3413,,Verified,3,,Verified,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Lia Source,CREDL1,Borrower,3414,,Borrower,1,,Borrower,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Lia Source,CREDL2,CreditBureau,3415,,CreditBureau,2,,CreditBureau,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Lia Source,CREDL3,Equifax,3416,,Equifax,3,,Equifax,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Lia Source,CREDL4,Experian,3417,,Experian,4,,Experian,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Lia Source,CREDL5,Lender,3418,,Lender,5,,Lender,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Lia Source,CREDL6,RepositoryBureau,3419,,RepositoryBureau,6,,RepositoryBureau,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Lia Source,CREDL7,TransUnion,3420,,TransUnion,7,,TransUnion,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Pub Source,CREDP1,Borrower,3421,,Borrower,1,,Borrower,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Pub Source,CREDP2,CreditBureau,3422,,CreditBureau,2,,CreditBureau,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Pub Source,CREDP3,Equifax,3423,,Equifax,3,,Equifax,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Pub Source,CREDP4,Experian,3424,,Experian,4,,Experian,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Pub Source,CREDP5,Lender,3425,,Lender,5,,Lender,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Pub Source,CREDP6,RepositoryBureau,3426,,RepositoryBureau,6,,RepositoryBureau,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Pub Source,CREDP7,TransUnion,3427,,TransUnion,7,,TransUnion,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR1,Merge,3428,,Merge,1,,Merge,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR2,MergePlus,3429,,MergePlus,2,,MergePlus,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR3,NonTraditional,3430,,NonTraditional,3,,NonTraditional,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR4,Other,3431,,Other,4,,Other,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR5,RiskScoresOnly,3432,,RiskScoresOnly,5,,RiskScoresOnly,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR6,RMCR,3433,,RMCR,6,,RMCR,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR7,RMCRForeign,3434,,RMCRForeign,7,,RMCRForeign,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR8,Error,3435,,Error,8,,Error,,,9/12/2018 16:14,6/11/2020 2:21
Res Cred Report Type,CREDR9,Status,3436,,Status,9,,Status,,,9/12/2018 16:14,6/11/2020 2:21
Res Credit Action Ty,CREDIT1,Other,3437,,Other,1,,Other,,,9/12/2018 16:14,6/11/2020 2:21
Res Credit Action Ty,CREDIT2,Reissue,3438,,Reissue,2,,Reissue,,,9/12/2018 16:14,6/11/2020 2:21
Res Credit Action Ty,CREDIT3,Retrieve,3439,,Retrieve,3,,Retrieve,,,9/12/2018 16:14,6/11/2020 2:21
Res Credit Action Ty,CREDIT4,StatusQuery,3440,,StatusQuery,4,,StatusQuery,,,9/12/2018 16:14,6/11/2020 2:21
Res Credit Action Ty,CREDIT5,Submit,3441,,Submit,5,,Submit,,,9/12/2018 16:14,6/11/2020 2:21
Res Credit Action Ty,CREDIT6,Update,3442,,Update,6,,Update,,,9/12/2018 16:14,6/11/2020 2:21
Res Credit Action Ty,CREDIT7,Upgrade,3443,,Upgrade,7,,Upgrade,,,9/12/2018 16:14,6/11/2020 2:21
Res Err Source Type,ERRSO1,CreditBureau,3444,,CreditBureau,1,,CreditBureau,,,9/12/2018 16:14,6/11/2020 2:21
Res Err Source Type,ERRSO2,Equifax,3445,,Equifax,2,,Equifax,,,9/12/2018 16:14,6/11/2020 2:21
Res Err Source Type,ERRSO3,Experian,3446,,Experian,3,,Experian,,,9/12/2018 16:14,6/11/2020 2:21
Res Err Source Type,ERRSO4,RepositoryBureau,3447,,RepositoryBureau,4,,RepositoryBureau,,,9/12/2018 16:14,6/11/2020 2:21
Res Err Source Type,ERRSO5,TransUnion,3448,,TransUnion,5,,TransUnion,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Account Type,LIAAC1,CreditLine,3449,,CreditLine,,,CreditLine,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Account Type,LIAAC2,Installment,3450,,Installment,,,Installment,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Account Type,LIAAC3,Mortgage,3451,,Mortgage,,,Mortgage,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Account Type,LIAAC4,Open,3452,,Open,,,Open,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Account Type,LIAAC5,Revolving,3453,,Revolving,,,Revolving,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Account Type,LIAAC6,Unknown,3454,,Unknown,,,Unknown,,,9/12/2018 16:14,6/11/2020 2:21
Res Lia Crd Cnt Role,LIACR1,Home,3455,,Home,1,,Home,,,9/12/2018 16:14,6/11/2020 2:21
Res Lia Crd Cnt Role,LIACR2,Mobile,3456,,Mobile,2,,Mobile,,,9/12/2018 16:14,6/11/2020 2:21
Res Lia Crd Cnt Role,LIACR3,Work,3457,,Work,3,,Work,,,9/12/2018 16:14,6/11/2020 2:21
Res Lia Crd Cnt Type,LIACR1,Email,3458,,Email,1,,Email,,,9/12/2018 16:14,6/11/2020 2:21
Res Lia Crd Cnt Type,LIACR2,Fax,3459,,Fax,2,,Fax,,,9/12/2018 16:14,6/11/2020 2:21
Res Lia Crd Cnt Type,LIACR3,Other,3460,,Other,3,,Other,,,9/12/2018 16:14,6/11/2020 2:21
Res Lia Crd Cnt Type,LIACR4,Phone,3461,,Phone,4,,Phone,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR1,Advertising,3462,,Advertising,1,,Advertising,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR10,Finance,3463,,Finance,10,,Finance,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR100,CC Travel Ent Comp,31756,4148,Credit card,,,,,,,
res Lia Crdt Bus Typ,LIACR101,Finance Companies,31757,4148,Finance companies other than personal finance companies,Q,0,non-MISMO,WGS,N,5/20/2022 5:53,7/7/2022 4:29
res Lia Crdt Bus Typ,LIACR11,Government,3464,,Government,11,,Government,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR12,Grocery,3465,,Grocery,12,,Grocery,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR13,HomeFurnishing,3466,,HomeFurnishing,13,,HomeFurnishing,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR14,Insurance,3467,,Insurance,14,,Insurance,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR15,JewelryAndCamera,3468,,JewelryAndCamera,15,,JewelryAndCamera,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR16,LumberAndHardware,3469,,LumberAndHardware,16,,LumberAndHardware,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR17,MedicalAndHealth,3470,,MedicalAndHealth,17,,MedicalAndHealth,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR18,MiscellaneousAndPubl,3471,,MiscellaneousAndPubl,18,,MiscellaneousAndPublicRecord,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR19,OilAndNationalCredit,3472,,OilAndNationalCredit,19,,OilAndNationalCreditCards,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR2,Automotive,3473,,Automotive,2,,Automotive,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR20,PersonalServicesNotM,3474,,PersonalServicesNotM,20,,PersonalServicesNotMedical,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR21,RealEstateAndPublicA,3475,,RealEstateAndPublicA,21,,RealEstateAndPublicAccommodation,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR22,SportingGoods,3476,,SportingGoods,22,,SportingGoods,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR23,UtilitiesAndFuel,3477,,UtilitiesAndFuel,23,,UtilitiesAndFuel,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR24,Wholesale,3478,,Wholesale,24,,Wholesale,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR3,Banking,3479,,Banking,3,,Banking,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR4,Clothing,3480,,Clothing,4,,Clothing,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR5,CollectionServices,3481,,CollectionServices,5,,CollectionServices,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR6,Contractors,3482,,Contractors,6,,Contractors,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR7,DepartmentAndMailOrd,3483,,DepartmentAndMailOrd,7,,DepartmentAndMailOrder,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR8,Employment,3484,,Employment,8,,Employment,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Bus Typ,LIACR9,FarmAndGardenSupplie,3485,,FarmAndGardenSupplie,9,,FarmAndGardenSupplies,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR1,Agriculture,3486,,Agriculture,1,,Agriculture,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR10,Boat,3487,,Boat,10,,Boat,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR101,TelecomCell,31758,4148,Telecommunications/Cellular,CU,0,non-MISMO,WGS,N,5/20/2022 5:53,7/7/2022 4:29
res Lia Crdt Loan Ty,LIACR102,Debt Buyer,31759,4148,Debt Buyer,FC,0,non-MISMO,WGS,N,5/20/2022 5:53,7/7/2022 4:29
res Lia Crdt Loan Ty,LIACR103,SecUseofaCreditRpt,31760,4148,Secondary Use of a Credit Report,SR,0,non-MISMO,WGS,N,5/20/2022 5:53,7/7/2022 4:29
res Lia Crdt Loan Ty,LIACR104,Utility Company,31761,4148,Utility Company,UC,0,non-MISMO,WGS,N,5/20/2022 5:53,7/7/2022 4:29
res Lia Crdt Loan Ty,LIACR105,Flexible Spending,31762,4148,Flexible Spending Credit Card,FX,0,non-MISMO,WGS,N,5/20/2022 5:53,7/7/2022 4:29
res Lia Crdt Loan Ty,LIACR11,Business,3488,,Business,11,,Business,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR12,BusinessCreditCard,3489,,BusinessCreditCard,12,,BusinessCreditCard,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR13,ChargeAccount,3490,,ChargeAccount,13,,ChargeAccount,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR14,CheckCreditOrLineOfC,3491,,CheckCreditOrLineOfC,14,,CheckCreditOrLineOfCredit,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR15,ChildSupport,3492,,ChildSupport,15,,ChildSupport,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR16,Collection,3493,,Collection,16,,Collection,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR17,CollectionAttorney,3494,,CollectionAttorney,17,,CollectionAttorney,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR18,Comaker,3495,,Comaker,18,,Comaker,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR19,CombinedCreditPlan,3496,,CombinedCreditPlan,19,,CombinedCreditPlan,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR2,Airplane,3497,,Airplane,2,,Airplane,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR20,CommercialCreditObli,3498,,CommercialCreditObli,20,,CommercialCreditObligation,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR21,CommercialLineOfCred,3499,,CommercialLineOfCred,21,,CommercialLineOfCredit,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR22,CommercialMortgage,3500,,CommercialMortgage,22,,CommercialMortgage,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR23,ConditionalSalesCont,3501,,ConditionalSalesCont,23,,ConditionalSalesContract,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR24,Consolidation,3502,,Consolidation,24,,Consolidation,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR25,ConstructionLoan,3503,,ConstructionLoan,25,,ConstructionLoan,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR26,ConventionalRealEsta,3504,,ConventionalRealEsta,26,,ConventionalRealEstateMortgage,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR27,CreditCard,3505,,CreditCard,27,,CreditCard,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR28,CreditLineSecured,3506,,CreditLineSecured,28,,CreditLineSecured,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR29,DebitCard,3507,,DebitCard,29,,DebitCard,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR3,ApplianceOrFurniture,3508,,ApplianceOrFurniture,3,,ApplianceOrFurniture,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR30,DebtCounselingServic,3509,,DebtCounselingServic,30,,DebtCounselingService,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR31,DeferredStudentLoan,3510,,DeferredStudentLoan,31,,DeferredStudentLoan,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR32,DepositRelated,3511,,DepositRelated,32,,DepositRelated,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR33,Educational,3512,,Educational,33,,Educational,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR34,Employment,3513,,Employment,34,,Employment,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR35,FactoringCompanyAcco,3514,,FactoringCompanyAcco,35,,FactoringCompanyAccount,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR36,FamilySupport,3515,,FamilySupport,36,,FamilySupport,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR37,FarmersHomeAdministr,3516,,FarmersHomeAdministr,37,,FarmersHomeAdministrationFHMA,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR38,FederalConsolidatedL,3517,,FederalConsolidatedL,38,,FederalConsolidatedLoan,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR39,FHAComakerNotBorrowe,3518,,FHAComakerNotBorrowe,39,,FHAComakerNotBorrower,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR4,AttorneyFees,3519,,AttorneyFees,4,,AttorneyFees,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR40,FHAHomeImprovement,3520,,FHAHomeImprovement,40,,FHAHomeImprovement,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR41,FHARealEstateMortgag,3521,,FHARealEstateMortgag,41,,FHARealEstateMortgage,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR42,FinanceStatement,3522,,FinanceStatement,42,,FinanceStatement,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR43,GovernmentBenefit,3523,,GovernmentBenefit,43,,GovernmentBenefit,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR44,GovernmentEmployeeAd,3524,,GovernmentEmployeeAd,44,,GovernmentEmployeeAdvance,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR45,GovernmentFeeForServ,3525,,GovernmentFeeForServ,45,,GovernmentFeeForService,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR46,GovernmentFine,3526,,GovernmentFine,46,,GovernmentFine,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR47,GovernmentGrant,3527,,GovernmentGrant,47,,GovernmentGrant,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR48,GovernmentMiscellane,3528,,GovernmentMiscellane,48,,GovernmentMiscellaneousDebt,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR49,GovernmentOverpaymen,3529,,GovernmentOverpaymen,49,,GovernmentOverpayment,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR5,AutoLease,3530,,AutoLease,5,,AutoLease,,,9/12/2018 16:14,6/11/2020 2:21
res Lia Crdt Loan Ty,LIACR50,GovernmentSecuredDir,3531,,GovernmentSecuredDir,50,,GovernmentSecuredDirectLoan,,,9/12/2018 16:14,6/11/2020 2:21
