loan_number,product_type,service_fee,balance,participation_balance_90,date_interest_paid_to,original_loan_to_value_ratio,net_int,price,premium_discount,funds_due
6170497141,Purchase Vehicle,0.25,24950.03,22455.027,3/25/2022,36.92,3.24,99.75,-56.1375675,22424.80192
6170638142,Purchase Vehicle,0.25,14957.74,13461.966,4/4/2022,85.72,1.74,99.75,-33.654915,13430.23633
6170648141,Refinance From Other Financial Institution,0.25,9290.92,8361.828,3/9/2022,51.9,2.99,99.75,-20.90457,8360.787926
6170652142,DCU Re-Finance,0.25,13076.03,11768.427,4/4/2022,52.15,2.49,99.75,-29.4210675,11741.41443
6170657141,Refinance From Other Financial Institution,0.25,11349.01,10214.109,3/7/2022,55.91,3.74,99.75,-25.5352725,10221.01822
6170691141,Purchase Vehicle,0.25,12852.77,11567.493,3/2/2022,64.34,3.74,99.75,-28.9187325,11581.24406
6170693146,DCU Re-Finance,0.25,23453.95,21108.555,3/23/2022,61.92,1.24,99.75,-52.7713875,21066.5403
6170771142,Purchase Vehicle,0.25,21646.12,19481.508,3/11/2022,64.62,1.99,99.75,-48.70377,19461.48208
6170792141,Purchase Vehicle,0.25,11702.78,10532.502,4/5/2022,47.48,3.49,99.75,-26.331255,10508.18491
6170815142,Purchase Vehicle,0.25,19196.54,17276.886,4/5/2022,67.44,2.49,99.75,-43.192215,17236.05101
6170844142,Refinance From Other Financial Institution,0.25,9324.28,8391.852,3/31/2022,54.93,2.99,99.75,-20.97963,8375.684465
6170849141,Purchase Vehicle,0.25,13433.7,12090.33,4/6/2022,51.51,3.24,99.75,-30.225825,12061.1774
6170860141,Purchase Vehicle,0.25,11229.15,10106.235,3/1/2022,46.99,3.74,99.75,-25.2655875,10119.2845
6170882143,DCU Re-Finance,0.25,18829.85,16946.865,3/16/2022,95.34,1.99,99.75,-42.3671625,16924.82479
6170929141,Purchase Vehicle,0.25,11277.68,10149.912,2/22/2022,42.72,3.49,99.75,-25.37478,10167.23915
6170940142,DCU Re-Finance,0.25,16181.33,14563.197,2/17/2022,56.98,2.49,99.75,-36.4079925,14575.46998
6170970142,Purchase Vehicle,0.25,13369.74,12032.766,3/31/2022,59.62,1.24,99.75,-30.081915,12005.54558
6171051142,Purchase Vehicle,0.25,5907.76,5316.984,3/12/2022,23.52,3.49,99.75,-13.29246,5316.909708
6171097143,Refinance From Other Financial Institution,0.25,12836.52,11552.868,3/7/2022,45.4,1.74,99.75,-28.88217,11541.05875
6171103141,Refinance From Other Financial Institution,0.25,11991.21,10792.089,4/4/2022,41.24,3.49,99.75,-26.9802225,10768.20448
6171121142,DCU Re-Finance,0.25,23068.79,20761.911,3/16/2022,61.15,1.74,99.75,-51.9047775,20731.78063
6171199142,Purchase Vehicle,0.25,14360.97,12924.873,3/24/2022,54.09,4.74,99.75,-32.3121825,12916.0593
6171236141,Purchase Vehicle,0.25,34774.99,31297.491,3/12/2022,112.18,1.24,99.75,-78.2437275,31246.89196
6171259141,Purchase Vehicle,0.25,6593.58,5934.222,4/6/2022,26.24,3.49,99.75,-14.835555,5919.953854
6171428143,DCU Re-Finance,0.25,19662.98,17696.682,4/1/2022,58.74,2.24,99.75,-44.241705,17658.95655
6171454141,Refinance From Other Financial Institution,0.25,9526.61,8573.949,3/21/2022,50.21,3.24,99.75,-21.4348725,8565.452569
6171502142,Purchase Vehicle,0.25,8294.7,7465.23,4/4/2022,35.26,3.24,99.75,-18.663075,7448.554926
6171523141,Refinance From Other Financial Institution,0.25,17476.67,15729.003,3/7/2022,43.69,3.49,99.75,-39.3225075,15736.30298
6171551141,Refinance From Other Financial Institution,0.25,16282.73,14654.457,3/14/2022,52.87,3.24,99.75,-36.6361425,14649.04087
6171568142,DCU Re-Finance,0.25,22413.53,20172.177,3/1/2022,78.1,2.49,99.75,-50.4304425,20172.66334
6171576141,Purchase Vehicle,0.25,15311.82,13780.638,4/4/2022,53.63,3.74,99.75,-34.451595,13750.42254
6171612143,DCU Re-Finance,0.25,12419.58,11177.622,3/14/2022,47,1.49,99.75,-27.944055,11160.62895
6171620142,Refinance From Other Financial Institution,0.25,12573.45,11316.105,3/3/2022,65.57,2.24,99.75,-28.2902625,11312.12111
6171684141,Purchase Vehicle,0.25,25047.64,22542.876,3/18/2022,67.7,4.49,99.75,-56.35719,22541.98046
6171730141,Refinance From Other Financial Institution,0.25,9651.52,8686.368,3/7/2022,60.13,2.74,99.75,-21.71592,8684.866329
6171754143,DCU Re-Finance,0.25,7591.97,6832.773,3/15/2022,46.43,1.74,99.75,-17.0819325,6823.182782
6171761141,Purchase Vehicle,0.25,15549.38,13994.442,4/4/2022,48.59,3.49,99.75,-34.986105,13963.47019
6171796141,Purchase Vehicle,0.25,24950.26,22455.234,3/17/2022,46.16,3.24,99.75,-56.138085,22440.95493
6171913142,Purchase Vehicle,0.25,19252.8,17327.52,3/19/2022,59.25,2.74,99.75,-43.3188,17308.91547
6171940141,Refinance From Other Financial Institution,0.25,17081.19,15373.071,3/12/2022,36.89,2.99,99.75,-38.4326775,15367.38086
6171991141,Refinance From Other Financial Institution,0.25,7709.02,6938.118,3/1/2022,43.86,2.74,99.75,-17.345295,6940.043565
6171998142,DCU Re-Finance,0.25,8488.29,7639.461,4/5/2022,68.45,2.74,99.75,-19.0986525,7621.509313
6172053145,DCU Re-Finance,0.25,26352.95,23717.655,3/24/2022,68.94,1.74,99.75,-59.2941375,23674.18996
6172057142,DCU Re-Finance,0.25,12869.02,11582.118,3/7/2022,73.64,2.24,99.75,-28.955295,11575.19729
6172080141,Purchase Vehicle,0.25,36363.21,32726.889,4/1/2022,36.73,3.24,99.75,-81.8172225,32662.50221
6172185141,Purchase Vehicle,0.25,9018.06,8116.254,3/31/2022,56.19,3.24,99.75,-20.290635,8101.006561
6172249142,DCU Re-Finance,0.25,14836.44,13352.796,3/21/2022,52.24,1.24,99.75,-33.38199,13327.12571
6172384141,Purchase Vehicle,0.25,6590.85,5931.765,3/11/2022,57.31,3.74,99.75,-14.8294125,5933.346262
6172418141,Purchase Vehicle,0.25,22276.81,20049.129,3/25/2022,43.94,2.74,99.75,-50.1228225,20018.57193
6172424141,Refinance From Other Financial Institution,0.25,17318.9,15587.01,3/29/2022,57.44,2.74,99.75,-38.967525,15558.57332
6172495143,DCU Re-Finance,0.25,11161.69,10045.521,3/15/2022,57.17,2.49,99.75,-25.1138025,10036.16903
6172630142,Refinance From Other Financial Institution,0.25,9970.05,8973.045,4/4/2022,49.11,3.49,99.75,-22.4326125,8953.186299
6172640141,Purchase Vehicle,0.25,14056.84,12651.156,3/1/2022,44.43,3.49,99.75,-31.62789,12664.28547
6172700143,Refinance From Other Financial Institution,0.25,19027.64,17124.876,4/4/2022,54.4,1.49,99.75,-42.81219,17084.16102
6172704142,DCU Re-Finance,0.25,13727.63,12354.867,3/9/2022,51.61,1.99,99.75,-30.8871675,12343.51406
6172774143,Purchase Vehicle,0.25,14358.23,12922.407,3/16/2022,71.88,2.49,99.75,-32.3060175,12909.49521
6172798143,DCU Re-Finance,0.25,33157.18,29841.462,3/7/2022,66.06,1.49,99.75,-74.603655,29804.6221
6172851141,Refinance From Other Financial Institution,0.25,15490.84,13941.756,3/11/2022,50.71,3.74,99.75,-34.85439,13945.47253
6172877142,Purchase Vehicle,0.25,14572.63,13115.367,3/15/2022,72.41,1.49,99.75,-32.7884175,13094.89265
6172912141,Refinance From Other Financial Institution,0.25,17398.94,15659.046,4/5/2022,78.73,1.24,99.75,-39.147615,15620.96234
6172957141,Refinance From Other Financial Institution,0.25,9222.59,8300.331,3/14/2022,35.31,2.99,99.75,-20.7508275,8295.898851
6172967141,Refinance From Other Financial Institution,0.25,12295.83,11066.247,3/21/2022,44.27,3.74,99.75,-27.6656175,11057.85788
6172980141,Purchase Vehicle,0.25,8485.46,7636.914,3/22/2022,52.62,3.74,99.75,-19.092285,7630.342069
6173028145,DCU Re-Finance,0.25,15261.27,13735.143,3/23/2022,67.3,1.74,99.75,-34.3378575,13710.62671
6173037141,Purchase Vehicle,0.25,10976.35,9878.715,4/4/2022,38.59,2.99,99.75,-24.6967875,9856.445941
6173047141,Purchase Vehicle,0.25,23519.36,21167.424,3/22/2022,46.17,1.74,99.75,-52.91856,21130.65068
6173069141,Purchase Vehicle,0.25,25982.53,23384.277,4/4/2022,70.8,1.24,99.75,-58.4606925,23328.19958
6173078142,DCU Re-Finance,0.25,24956.54,22460.886,3/18/2022,78.67,1.74,99.75,-56.152215,22426.14855
6173149142,Purchase Vehicle,0.25,12141.54,10927.386,4/2/2022,67.83,3.74,99.75,-27.318465,10905.66595
6173165142,DCU Re-Finance,0.25,20101.05,18090.945,3/22/2022,62.72,1.74,99.75,-45.2273625,18059.51632
6173170141,Purchase Vehicle,0.25,10675.61,9608.049,4/1/2022,46.02,2.99,99.75,-24.0201225,9588.751299
6173189142,Purchase Vehicle,0.25,12425.71,11183.139,3/16/2022,57.39,3.74,99.75,-27.9578475,11180.39071
6173249142,Purchase Vehicle,0.25,29308.59,26377.731,3/14/2022,91.85,1.49,99.75,-65.9443275,26337.62962
6173434142,Purchase Vehicle,0.25,17614.72,15853.248,3/21/2022,58.72,3.99,99.75,-39.63312,15843.07586
6173479141,Purchase Vehicle,0.25,9649.7,8684.73,4/5/2022,29.31,3.74,99.75,-21.711825,8664.79795
6173579141,Purchase Vehicle,0.25,9134.43,8220.987,4/6/2022,34.63,4.24,99.75,-20.5524675,8201.389518
6173615141,Purchase Vehicle,0.25,17555.78,15800.202,3/1/2022,73.61,5.99,99.75,-39.500505,15856.64119
6173677143,Refinance From Other Financial Institution,0.25,14374.74,12937.266,3/28/2022,74.38,5.24,99.75,-32.343165,12923.49579
6173681141,Purchase Vehicle,0.25,13524.53,12172.077,3/1/2022,54.8,3.74,99.75,-30.4301925,12187.79399
6173704141,Purchase Vehicle,0.25,38689.34,34820.406,3/7/2022,80.64,1.49,99.75,-87.051015,34777.41949
6173836142,Refinance From Other Financial Institution,0.25,16795.46,15115.914,3/31/2022,57.92,3.99,99.75,-37.789785,15089.691
6173838141,Purchase Vehicle,0.25,7451.16,6706.044,1/18/2022,48.86,3.74,99.75,-16.76511,6743.562938
6173847142,Purchase Vehicle,0.25,33564.97,30208.473,4/6/2022,84.02,1.99,99.75,-75.5211825,30134.5988
6173904142,Purchase Vehicle,0.25,46373.05,41735.745,3/15/2022,77.3,1.49,99.75,-104.3393625,41670.5915
6173990143,Purchase Vehicle,0.25,30841.31,27757.179,3/12/2022,75.5,1.24,99.75,-69.3929475,27712.30363
6174016143,DCU Re-Finance,0.25,22841.47,20557.323,3/7/2022,73.8,1.74,99.75,-51.3933075,20536.30947
6174030141,Purchase Vehicle,0.25,30182.94,27164.646,3/12/2022,64.22,2.74,99.75,-67.911615,27149.75382
6174050143,DCU Re-Finance,0.25,23549.67,21194.703,3/7/2022,47.41,1.99,99.75,-52.9867575,21177.53819
6174180141,Purchase Vehicle,0.25,10048.02,9043.218,3/10/2022,48.42,3.74,99.75,-22.608045,9046.555319
6174198142,Purchase Vehicle,0.25,25255.44,22729.896,3/21/2022,66.09,1.74,99.75,-56.82474,22691.49182
6174210141,Purchase Vehicle,0.25,2.06,1.854,4/5/2022,0.01,3.74,99.75,-0.004635,1.849744943
6174225141,Purchase Vehicle,0.25,8045.73,7241.157,3/21/2022,42.12,2.99,99.75,-18.1028925,7233.138163
6174254141,Purchase Vehicle,0.25,8768.45,7891.605,4/4/2022,28.35,3.49,99.75,-19.7290125,7874.139689
6174259142,DCU Re-Finance,0.25,8181.05,7362.945,3/25/2022,54.54,1.99,99.75,-18.4073625,7349.756251
6174304141,Refinance From Other Financial Institution,0.25,10374.86,9337.374,3/18/2022,63.45,3.49,99.75,-23.343435,9331.886694
6174321141,Refinance From Other Financial Institution,0.25,2782.24,2504.016,4/5/2022,15.25,3.24,99.75,-6.26004,2498.200509
6174372142,Own Outright,0.25,18241.79,16417.611,3/18/2022,71.61,1.24,99.75,-41.0440275,16387.72195
6174418141,Refinance From Other Financial Institution,0.25,18400.23,16560.207,3/21/2022,34.85,2.99,99.75,-41.4005175,16541.86827
6174427141,Purchase Vehicle,0.25,16062.95,14456.655,3/17/2022,29.27,3.49,99.75,-36.1416375,14449.54153
6174471142,DCU Re-Finance,0.25,13426.44,12083.796,3/15/2022,76.83,2.24,99.75,-30.20949,12070.64287
6174487141,Purchase Vehicle,0.25,28133.66,25320.294,3/21/2022,55.63,2.99,99.75,-63.300735,25292.25438
6174499143,Purchase Vehicle,0.25,10995.3,9895.77,2/15/2022,59.04,3.74,99.75,-24.739425,9922.743429
6174528143,Purchase Vehicle,0.25,26946.26,24251.634,3/25/2022,86.71,1.99,99.75,-60.629085,24208.19368
6174532142,DCU Re-Finance,0.25,18003.04,16202.736,3/14/2022,63.73,1.74,99.75,-40.50684,16180.76687
6174576141,Purchase Vehicle,0.25,23138.06,20824.254,4/5/2022,50.08,2.74,99.75,-52.060635,20775.31986
6174586142,Purchase Vehicle,0.25,7151.27,6436.143,4/1/2022,49.75,2.49,99.75,-16.0903575,6422.687053
6174613142,Purchase Vehicle,0.25,13643.81,12279.429,3/11/2022,47.62,1.49,99.75,-30.6985725,12262.26471
6174620142,Refinance From Other Financial Institution,0.25,16292.96,14663.664,3/25/2022,56.04,3.49,99.75,-36.65916,14645.23198
6174643141,Purchase Vehicle,0.25,27218.7,24496.83,3/15/2022,54.77,2.99,99.75,-61.242075,24481.74264
6174676143,Purchase Vehicle,0.25,29169.67,26252.703,4/5/2022,79.32,1.24,99.75,-65.6317575,26188.85499
6174717144,DCU Re-Finance,0.25,29730.26,26757.234,3/17/2022,75.55,2.24,99.75,-66.893085,26724.82476
6174731141,Purchase Vehicle,0.25,18669.51,16802.559,3/11/2022,58.11,3.24,99.75,-42.0063975,16800.8235
6174742143,DCU Re-Finance,0.25,22305.76,20075.184,3/24/2022,51.87,2.74,99.75,-50.18796,20046.09423
6174754141,Refinance From Other Financial Institution,0.25,7950.23,7155.207,3/18/2022,24.58,3.49,99.75,-17.8880175,7151.002091
6174768142,DCU Re-Finance,0.25,22110.82,19899.738,3/16/2022,59.8,1.49,99.75,-49.749345,19867.86026
6174770143,Refinance From Other Financial Institution,0.25,20766.63,18689.967,3/31/2022,52.94,2.24,99.75,-46.7249175,18651.27109
6174783142,Own Outright,0.25,9098.81,8188.929,3/10/2022,52.52,1.74,99.75,-20.4723225,8179.387215
6174814142,DCU Re-Finance,0.25,32210.24,28989.216,3/16/2022,68.28,1.49,99.75,-72.47304,28942.77766
6174883144,DCU Re-Finance,0.25,19004.14,17103.726,3/25/2022,79.35,1.74,99.75,-42.759315,17071.56631
6174897142,DCU Re-Finance,0.25,18863.49,16977.141,3/19/2022,51.82,1.49,99.75,-42.4428525,16947.8659
6174966142,DCU Re-Finance,0.25,16920.69,15228.621,3/26/2022,39.35,1.99,99.75,-38.0715525,15200.51272
6174988141,Refinance From Other Financial Institution,0.25,13755.89,12380.301,3/15/2022,46.63,3.24,99.75,-30.9507525,12374.62641
6175083141,Refinance From Other Financial Institution,0.25,27108.17,24397.353,3/25/2022,57.03,1.74,99.75,-60.9933825,24351.47929
6175086145,Purchase Vehicle,0.25,28392.03,25552.827,3/25/2022,97.23,1.99,99.75,-63.8820675,25507.05594
6175095142,DCU Re-Finance,0.25,23633.51,21270.159,4/1/2022,46.99,2.24,99.75,-53.1753975,21224.81568
6175137141,Purchase Vehicle,0.25,27464.75,24718.275,2/16/2022,44.66,3.99,99.75,-61.7956875,24791.58331
6175220141,Refinance From Other Financial Institution,0.25,12498.58,11248.722,3/23/2022,31.07,3.24,99.75,-28.121805,11235.57795
6175221141,Refinance From Other Financial Institution,0.25,19134.08,17220.672,3/30/2022,60.03,2.24,99.75,-43.05168,17186.07496
6175224141,Refinance From Other Financial Institution,0.25,15407.62,13866.858,3/16/2022,42.39,2.99,99.75,-34.667145,13857.18159
6175308142,Refinance From Other Financial Institution,0.25,10841.18,9757.062,3/14/2022,70.28,1.49,99.75,-24.392655,9742.228593
6175380142,DCU Re-Finance,0.25,20854.9,18769.41,3/4/2022,37.97,1.24,99.75,-46.923525,18744.16643
6175406142,DCU Re-Finance,0.25,14372.75,12935.475,4/5/2022,64.6,2.49,99.75,-32.3386875,12904.90121
6175409142,Purchase Vehicle,0.25,6208.73,5587.857,4/6/2022,34.64,3.74,99.75,-13.9696425,5574.459921
6175440141,Purchase Vehicle,0.25,10411.51,9370.359,3/25/2022,61.24,4.24,99.75,-23.4258975,9361.083628
6175446143,DCU Re-Finance,0.25,17429.94,15686.946,3/18/2022,54.94,1.24,99.75,-39.217365,15658.38716
6175461141,Refinance From Other Financial Institution,0.25,14192.72,12773.448,3/24/2022,40.15,3.49,99.75,-31.93362,12758.6133
6175499141,Purchase Vehicle,0.25,20523.51,18471.159,2/17/2022,40.01,5.49,99.75,-46.1778975,18561.11607
6175500141,Purchase Vehicle,0.25,11243.12,10118.808,3/23/2022,58.48,3.24,99.75,-25.29702,10106.98424
6175508142,DCU Re-Finance,0.25,13306.26,11975.634,3/16/2022,59.2,1.74,99.75,-29.939085,11958.25457
6175554141,Purchase Vehicle,0.25,14291.03,12861.927,3/28/2022,46.03,1.74,99.75,-32.1548175,12835.90362
6175609141,Purchase Vehicle,0.25,14470.17,13023.153,2/28/2022,43.75,3.49,99.75,-32.5578825,13037.91376
6175798141,Purchase Vehicle,0.25,16826.13,15143.517,3/23/2022,39.13,2.74,99.75,-37.8587925,15122.71022
6175951141,Refinance From Other Financial Institution,0.25,23682,21313.8,3/23/2022,56.66,2.99,99.75,-53.2845,21286.7052
6176030141,Purchase Vehicle,0.25,10453.51,9408.159,2/15/2022,64.63,3.74,99.75,-23.5203975,9433.803322
6176070144,DCU Re-Finance,0.25,20689.62,18620.658,3/25/2022,69.84,1.24,99.75,-46.551645,18582.33005
6176073141,Refinance From Other Financial Institution,0.25,11318.56,10186.704,3/28/2022,56.52,1.74,99.75,-25.46676,10166.09337
6176075141,Purchase Vehicle,0.25,11182.99,10064.691,2/15/2022,42.81,3.49,99.75,-25.1617275,10088.60912
6176088141,Purchase Vehicle,0.25,14055.57,12650.013,3/18/2022,43.46,2.99,99.75,-31.6250325,12639.11319
6176136142,DCU Re-Finance,0.25,9784.74,8806.266,4/5/2022,47.56,1.99,99.75,-22.015665,8785.21058
6176137142,Refinance From Other Financial Institution,0.25,28173.21,25355.889,4/5/2022,76.71,1.74,99.75,-63.3897225,25294.91677
6176151142,DCU Re-Finance,0.25,26102.2,23491.98,3/30/2022,80.75,1.24,99.75,-58.72995,23439.63472
6176153143,Refinance From Other Financial Institution,0.25,11339.25,10205.325,3/15/2022,72.8,1.49,99.75,-25.5133125,10189.39351
6176211141,Refinance From Other Financial Institution,0.25,25587.81,23029.029,3/4/2022,58.52,1.74,99.75,-57.5725725,23008.78238
6176337141,Purchase Vehicle,0.25,10761.2,9685.08,1/25/2022,19.49,3.24,99.75,-24.2127,9722.766902
6176369143,DCU Re-Finance,0.25,21310.52,19179.468,4/4/2022,75.44,2.49,99.75,-47.94867,19135.44455
6176370141,Purchase Vehicle,0.25,16352.93,14717.637,3/31/2022,54.93,1.99,99.75,-36.7940925,14686.4598
6176374141,Refinance From Other Financial Institution,0.25,11214.4,10092.96,3/14/2022,40.45,2.74,99.75,-25.2324,10085.91152
6176453142,Purchase Vehicle,0.25,24700.61,22230.549,3/7/2022,51.25,2.99,99.75,-55.5763725,22231.42604
6176477141,Refinance From Other Financial Institution,0.25,11820.74,10638.666,4/4/2022,32.63,2.99,99.75,-26.596665,10614.68382
6176493141,Purchase Vehicle,0.25,10406.89,9366.201,2/23/2022,66.5,4.24,99.75,-23.4155025,9389.570313
6176545141,Purchase Vehicle,0.25,34179.3,30761.37,4/4/2022,101.57,1.24,99.75,-76.903425,30687.60171
6176556142,Purchase Vehicle,0.25,19032.89,17129.601,3/9/2022,56.6,1.74,99.75,-42.8240025,17110.45808
6176559143,DCU Re-Finance,0.25,27633.8,24870.42,3/22/2022,68.96,1.24,99.75,-62.17605,24821.76256
6176568141,Purchase Vehicle,0.25,17946.88,16152.192,3/10/2022,29.13,1.74,99.75,-40.38048,16133.37138
6176581141,Refinance From Other Financial Institution,0.25,9526.91,8574.219,4/1/2022,63.2,3.24,99.75,-21.4355475,8557.350105
6176595142,Purchase Vehicle,0.25,9258.72,8332.848,3/25/2022,44.51,2.99,99.75,-20.83212,8320.889792
6176623141,Refinance From Other Financial Institution,0.25,12622.82,11360.538,3/1/2022,57.38,2.49,99.75,-28.401345,11360.8119
6176632141,Refinance From Other Financial Institution,0.25,15176.33,13658.697,3/11/2022,44.31,1.74,99.75,-34.1467425,13642.13068
6176637141,Purchase Vehicle,0.25,14630.34,13167.306,4/4/2022,53.97,2.99,99.75,-32.918265,13137.62365
6176689141,Refinance From Other Financial Institution,0.25,10184.72,9166.248,7/3/2020,38.47,2.99,99.75,-22.91562,9626.147542
6176718141,Purchase Vehicle,0.25,16241.51,14617.359,4/1/2022,52.1,2.99,99.75,-36.5433975,14588.00013
6176747141,Purchase Vehicle,0.25,16906.3,15215.67,3/24/2022,60.92,1.24,99.75,-38.039175,15184.86765
6176767142,DCU Re-Finance,0.25,8399.36,7559.424,3/5/2022,40.77,1.74,99.75,-18.89856,7552.417553
6176824141,Refinance From Other Financial Institution,0.25,10689.31,9620.379,3/1/2022,56.04,3.49,99.75,-24.0509475,9630.363108
6176853142,DCU Re-Finance,0.25,6849.19,6164.271,3/4/2022,61.98,2.49,99.75,-15.4106775,6163.158054
6176886141,Purchase Vehicle,0.25,22193.96,19974.564,3/17/2022,45.13,2.99,99.75,-49.93641,19958.98931
6176967142,Refinance From Other Financial Institution,0.25,15888.55,14299.695,3/31/2022,61.17,1.99,99.75,-35.7492375,14269.40315
6177014141,Refinance From Other Financial Institution,0.25,11533.26,10379.934,3/21/2022,30,3.49,99.75,-25.949835,10370.85653
6177032143,DCU Re-Finance,0.25,19473.85,17526.465,3/18/2022,63.74,1.74,99.75,-43.8161625,17499.359
6177120142,Purchase Vehicle,0.25,6606.66,5945.994,4/1/2022,40.1,2.99,99.75,-14.864985,5934.051512
6177151145,DCU Re-Finance,0.25,25475.34,22927.806,3/29/2022,52.99,1.49,99.75,-57.319515,22878.9101
6177180141,Purchase Vehicle,0.25,9394.89,8455.401,4/1/2022,32.82,3.49,99.75,-21.1385025,8439.113349
6177184142,Purchase Vehicle,0.25,18604.62,16744.158,3/15/2022,76.17,1.99,99.75,-41.860395,16723.29432
6177211141,Refinance From Other Financial Institution,0.25,6889.27,6200.343,3/30/2022,41.69,3.74,99.75,-15.5008575,6189.924725
6177344143,DCU Re-Finance,0.25,13913.43,12522.087,4/6/2022,61.02,1.99,99.75,-31.3052175,12491.46449
6177377141,Purchase Vehicle,0.25,31150.28,28035.252,4/1/2022,47.16,3.24,99.75,-70.08813,27980.09552
6177385142,DCU Re-Finance,0.25,7590.88,6831.792,2/22/2022,28.67,1.49,99.75,-17.07948,6826.983541
6177400142,DCU Re-Finance,0.25,11558.31,10402.479,4/6/2022,51.6,2.49,99.75,-26.0061975,10377.18245
6177444147,Purchase Vehicle,0.25,41360.9,37224.81,4/1/2022,69.54,4.24,99.75,-93.062025,37157.69316
6177463141,Purchase Vehicle,0.25,9522.02,8569.818,4/1/2022,45.67,2.99,99.75,-21.424545,8552.605579
6177560143,Refinance From Other Financial Institution,0.25,15801.11,14220.999,3/21/2022,61.19,2.49,99.75,-35.5524975,14201.93897
6177562141,Refinance From Other Financial Institution,0.25,9133.27,8219.943,2/28/2022,52.12,1.99,99.75,-20.5498575,8216.423063
6177831144,DCU Re-Finance,0.25,13336.67,12003.003,4/6/2022,81.95,1.99,99.75,-30.0075075,11973.6499
6177834141,Purchase Vehicle,0.25,9757.07,8781.363,3/25/2022,43.46,3.74,99.75,-21.9534075,8771.106849
6177867142,Refinance From Other Financial Institution,0.25,15357.27,13821.543,3/2/2022,52.73,2.24,99.75,-34.5538575,13817.52529
6177916141,Purchase Vehicle,0.25,16350.12,14715.108,3/15/2022,51.09,3.49,99.75,-36.78777,14710.68137
