ALIAS||CATEGORY||CREATE_DATE||DBSYMBOL||DESCRIPT||FLDNAME||MISMO_VALUE||MODIFY_DATE||PROFID||REC_CUSTOM||REFCODE||SRCENV||SYMBOLID
"358 Day"||0||9/6/2019 2:27:04 PM||"CMLT_358"||"358 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"358"||"WGS"||26631
"359 Day"||0||9/6/2019 2:27:04 PM||"CMLT_359"||"359 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"359"||"WGS"||26632
"36 Day"||0||9/6/2019 2:27:02 PM||"CMLT_36"||"36 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"36"||"WGS"||26313
"360 Day"||0||9/12/2018 4:14:42 PM||"CMLT_360"||"360 Day"||"Lock Type"||""||10/7/2022 7:20:11 AM||44717||"N"||"360"||"WGS"||19428
"361 Day"||0||9/6/2019 2:27:04 PM||"CMLT_361"||"361 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"361"||"WGS"||26633
"362 Day"||0||9/6/2019 2:27:04 PM||"CMLT_362"||"362 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"362"||"WGS"||26634
"363 Day"||0||9/6/2019 2:27:04 PM||"CMLT_363"||"363 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"363"||"WGS"||26635
"364 Day"||0||9/6/2019 2:27:04 PM||"CMLT_364"||"364 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"364"||"WGS"||26636
"365 Day"||0||9/6/2019 2:27:04 PM||"CMLT_365"||"365 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"365"||"WGS"||26637
"366 Day"||0||9/6/2019 2:27:04 PM||"CMLT_366"||"366 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"366"||"WGS"||26638
"367 Day"||0||9/6/2019 2:27:04 PM||"CMLT_367"||"367 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"367"||"WGS"||26639
"368 Day"||0||9/6/2019 2:27:04 PM||"CMLT_368"||"368 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"368"||"WGS"||26640
"369 Day"||0||9/6/2019 2:27:04 PM||"CMLT_369"||"369 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"369"||"WGS"||26641
"360 Day w/Rate Cap"||||9/12/2018 4:14:42 PM||"CMLT_36R"||"360 Day w/Rate Cap"||"Lock Type"||||6/11/2020 2:21:39 AM||2||||"360"||||1686
"37 Day"||0||9/6/2019 2:27:02 PM||"CMLT_37"||"37 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"37"||"WGS"||26314
"370 Day"||0||9/6/2019 2:27:04 PM||"CMLT_370"||"370 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"370"||"WGS"||26642
"371 Day"||0||9/6/2019 2:27:04 PM||"CMLT_371"||"371 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"371"||"WGS"||26643
"372 Day"||0||9/6/2019 2:27:05 PM||"CMLT_372"||"372 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"372"||"WGS"||26644
"373 Day"||0||9/6/2019 2:27:05 PM||"CMLT_373"||"373 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"373"||"WGS"||26645
"374 Day"||0||9/6/2019 2:27:05 PM||"CMLT_374"||"374 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"374"||"WGS"||26646
"375 Day"||0||9/6/2019 2:27:05 PM||"CMLT_375"||"375 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"375"||"WGS"||26647
"376 Day"||0||9/6/2019 2:27:05 PM||"CMLT_376"||"376 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"376"||"WGS"||26648
"377 Day"||0||9/6/2019 2:27:05 PM||"CMLT_377"||"377 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"377"||"WGS"||26649
"378 Day"||0||9/6/2019 2:27:05 PM||"CMLT_378"||"378 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"378"||"WGS"||26650
"379 Day"||0||9/6/2019 2:27:05 PM||"CMLT_379"||"379 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"379"||"WGS"||26651
"38 Day"||0||9/6/2019 2:27:02 PM||"CMLT_38"||"38 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"38"||"WGS"||26315
"380 Day"||0||9/6/2019 2:27:05 PM||"CMLT_380"||"380 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"380"||"WGS"||26652
"381 Day"||0||9/6/2019 2:27:05 PM||"CMLT_381"||"381 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"381"||"WGS"||26653
"382 Day"||0||9/6/2019 2:27:05 PM||"CMLT_382"||"382 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"382"||"WGS"||26654
"383 Day"||0||9/6/2019 2:27:05 PM||"CMLT_383"||"383 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"383"||"WGS"||26655
"384 Day"||0||9/6/2019 2:27:05 PM||"CMLT_384"||"384 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"384"||"WGS"||26656
"385 Day"||0||9/6/2019 2:27:05 PM||"CMLT_385"||"385 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"385"||"WGS"||26657
"386 Day"||0||9/6/2019 2:27:05 PM||"CMLT_386"||"386 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"386"||"WGS"||26658
"387 Day"||0||9/6/2019 2:27:05 PM||"CMLT_387"||"387 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"387"||"WGS"||26659
"388 Day"||0||9/6/2019 2:27:05 PM||"CMLT_388"||"388 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"388"||"WGS"||26660
"389 Day"||0||9/6/2019 2:27:05 PM||"CMLT_389"||"389 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"389"||"WGS"||26661
"39 Day"||0||9/6/2019 2:27:02 PM||"CMLT_39"||"39 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"39"||"WGS"||26316
"390 Day"||0||9/6/2019 2:27:05 PM||"CMLT_390"||"390 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"390"||"WGS"||26662
"391 Day"||0||9/6/2019 2:27:05 PM||"CMLT_391"||"391 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"391"||"WGS"||26663
"392 Day"||0||9/6/2019 2:27:05 PM||"CMLT_392"||"392 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"392"||"WGS"||26664
"393 Day"||0||9/6/2019 2:27:05 PM||"CMLT_393"||"393 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"393"||"WGS"||26665
"394 Day"||0||9/6/2019 2:27:05 PM||"CMLT_394"||"394 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"394"||"WGS"||26666
"395 Day"||0||9/6/2019 2:27:05 PM||"CMLT_395"||"395 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"395"||"WGS"||26667
"396 Day"||0||9/6/2019 2:27:05 PM||"CMLT_396"||"396 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"396"||"WGS"||26668
"397 Day"||0||9/6/2019 2:27:05 PM||"CMLT_397"||"397 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"397"||"WGS"||26669
"398 Day"||0||9/6/2019 2:27:05 PM||"CMLT_398"||"398 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"398"||"WGS"||26670
"399 Day"||0||9/6/2019 2:27:05 PM||"CMLT_399"||"399 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"399"||"WGS"||26671
"4 Day"||0||9/6/2019 2:27:05 PM||"CMLT_4"||"4 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"4"||"WGS"||26672
"40 Day"||0||9/12/2018 4:14:42 PM||"CMLT_40"||"40 Day"||"Lock Type"||""||5/24/2021 11:43:05 PM||24724||||"40"||||19422
"400 Day"||0||9/6/2019 2:27:05 PM||"CMLT_400"||"400 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"400"||"WGS"||26673
"41 Day"||0||9/6/2019 2:27:02 PM||"CMLT_41"||"41 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"41"||"WGS"||26317
"42 Day"||0||9/6/2019 2:27:02 PM||"CMLT_42"||"42 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"42"||"WGS"||26318
"43 Day"||0||9/6/2019 2:27:02 PM||"CMLT_43"||"43 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"43"||"WGS"||26319
"44 Day"||0||9/6/2019 2:27:02 PM||"CMLT_44"||"44 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"44"||"WGS"||26320
"45 Day"||0||9/12/2018 4:14:42 PM||"CMLT_45"||"F 45 Day"||"Lock Type"||||6/11/2020 2:21:39 AM||||||"45"||||1687
"46 Day"||0||9/6/2019 2:27:02 PM||"CMLT_46"||"46 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"46"||"WGS"||26321
"47 Day"||0||9/6/2019 2:27:02 PM||"CMLT_47"||"47 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"47"||"WGS"||26322
"48 Day"||0||9/6/2019 2:27:02 PM||"CMLT_48"||"48 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"48"||"WGS"||26323
"49 Day"||0||9/6/2019 2:27:02 PM||"CMLT_49"||"49 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"49"||"WGS"||26324
"5 Day"||0||9/12/2018 4:14:42 PM||"CMLT_5"||"A 5 Day"||"Lock Type"||||6/11/2020 2:21:39 AM||2||||"5"||||11912
"50 Day"||0||9/12/2018 4:14:42 PM||"CMLT_50"||"50 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||||"50"||||1688
"51 Day"||0||9/6/2019 2:27:02 PM||"CMLT_51"||"51 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"51"||"WGS"||26325
"52 Day"||0||9/6/2019 2:27:02 PM||"CMLT_52"||"52 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"52"||"WGS"||26326
"53 Day"||0||9/6/2019 2:27:02 PM||"CMLT_53"||"53 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"53"||"WGS"||26327
"54 Day"||0||9/6/2019 2:27:02 PM||"CMLT_54"||"54 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"54"||"WGS"||26328
"55 Day"||0||9/12/2018 4:14:42 PM||"CMLT_55"||"55 Day"||"Lock Type"||""||5/24/2021 11:43:05 PM||24724||||"55"||||19423
"56 Day"||0||9/6/2019 2:27:02 PM||"CMLT_56"||"56 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"56"||"WGS"||26329
"57 Day"||0||9/6/2019 2:27:02 PM||"CMLT_57"||"57 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"57"||"WGS"||26330
"58 Day"||0||9/6/2019 2:27:02 PM||"CMLT_58"||"58 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"58"||"WGS"||26331
"59 Day"||0||9/6/2019 2:27:02 PM||"CMLT_59"||"59 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"59"||"WGS"||26332
"6 Day"||0||9/6/2019 2:27:05 PM||"CMLT_6"||"6 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"6"||"WGS"||26674
"60 Day"||0||9/12/2018 4:14:42 PM||"CMLT_60"||"G 60 Day"||"Lock Type"||||6/11/2020 2:21:39 AM||||||"60"||||1689
"61 Day"||0||9/6/2019 2:27:05 PM||"CMLT_61"||"61 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"61"||"WGS"||26675
"62 Day"||0||9/6/2019 2:27:05 PM||"CMLT_62"||"62 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"62"||"WGS"||26676
"63 Day"||0||9/6/2019 2:27:05 PM||"CMLT_63"||"63 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"63"||"WGS"||26677
"64 Day"||0||9/6/2019 2:27:05 PM||"CMLT_64"||"64 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"64"||"WGS"||26678
"65 Day"||||9/12/2018 4:14:42 PM||"CMLT_65"||"65 Day"||"Lock Type"||""||6/11/2020 2:21:39 AM||2||||"65"||||19424
"66 Day"||0||9/6/2019 2:27:05 PM||"CMLT_66"||"66 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"66"||"WGS"||26679
"67 Day"||0||9/6/2019 2:27:05 PM||"CMLT_67"||"67 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"67"||"WGS"||26680
"68 Day"||0||9/6/2019 2:27:05 PM||"CMLT_68"||"68 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"68"||"WGS"||26681
"69 Day"||0||9/6/2019 2:27:05 PM||"CMLT_69"||"69 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"69"||"WGS"||26682
"7 Day"||0||9/12/2018 4:14:42 PM||"CMLT_7"||"B 7 Day"||"Lock Type"||||6/11/2020 2:21:39 AM||2||||"7"||||11913
"70 Day"||0||9/12/2018 4:14:42 PM||"CMLT_70"||"70 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||||"70"||||1690
"71 Day"||0||9/6/2019 2:27:05 PM||"CMLT_71"||"71 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"71"||"WGS"||26683
"72 Day"||0||9/6/2019 2:27:05 PM||"CMLT_72"||"72 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"72"||"WGS"||26684
"73 Day"||0||9/6/2019 2:27:05 PM||"CMLT_73"||"73 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"73"||"WGS"||26685
"74 Day"||0||9/6/2019 2:27:05 PM||"CMLT_74"||"74 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"74"||"WGS"||26686
"75 Day"||0||9/12/2018 4:14:42 PM||"CMLT_75"||"H 75 Day"||"Lock Type"||||6/11/2020 2:21:39 AM||||||"75"||||1691
"76 Day"||0||9/6/2019 2:27:02 PM||"CMLT_76"||"76 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"76"||"WGS"||26333
"77 Day"||0||9/6/2019 2:27:02 PM||"CMLT_77"||"77 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"77"||"WGS"||26334
"78 Day"||0||9/6/2019 2:27:02 PM||"CMLT_78"||"78 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"78"||"WGS"||26335
"79 Day"||0||9/6/2019 2:27:02 PM||"CMLT_79"||"79 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"79"||"WGS"||26336
"8 Day"||||9/12/2018 4:14:42 PM||"CMLT_8"||"8 Day"||"Lock Type"||||6/11/2020 2:21:39 AM||2||||"8"||||1692
"80 Day"||0||9/6/2019 2:27:05 PM||"CMLT_80"||"80 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"80"||"WGS"||26687
"81 Day"||0||9/6/2019 2:27:05 PM||"CMLT_81"||"81 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"81"||"WGS"||26688
"82 Day"||0||9/6/2019 2:27:05 PM||"CMLT_82"||"82 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"82"||"WGS"||26689
"83 Day"||0||9/6/2019 2:27:05 PM||"CMLT_83"||"83 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"83"||"WGS"||26690
"84 Day"||0||9/6/2019 2:27:05 PM||"CMLT_84"||"84 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"84"||"WGS"||26691
"85 Day"||0||9/6/2019 2:27:05 PM||"CMLT_85"||"85 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"85"||"WGS"||26692
"86 Day"||0||9/6/2019 2:27:05 PM||"CMLT_86"||"86 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"86"||"WGS"||26693
"87 Day"||0||9/6/2019 2:27:05 PM||"CMLT_87"||"87 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"87"||"WGS"||26694
"88 Day"||0||9/6/2019 2:27:05 PM||"CMLT_88"||"88 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"88"||"WGS"||26695
"89 Day"||0||9/6/2019 2:27:03 PM||"CMLT_89"||"89 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"89"||"WGS"||26337
"9 Day"||0||9/6/2019 2:27:05 PM||"CMLT_9"||"9 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"9"||"WGS"||26696
"90 Day"||0||9/12/2018 4:14:42 PM||"CMLT_90"||"I 90 Day"||"Lock Type"||||6/11/2020 2:21:39 AM||||||"90"||||1693
"90 Day Extended"||||9/12/2018 4:14:42 PM||"CMLT_90E"||"90 Day Extended"||"Lock Type"||||6/11/2020 2:21:39 AM||2||||"90"||||1694
"90 Day w/Rate Cap"||||9/12/2018 4:14:42 PM||"CMLT_90R"||"90 Day w/Rate Cap"||"Lock Type"||||6/11/2020 2:21:39 AM||2||||"90"||||1695
"91 Day"||0||9/6/2019 2:27:03 PM||"CMLT_91"||"91 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"91"||"WGS"||26338
"92 Day"||0||9/6/2019 2:27:03 PM||"CMLT_92"||"92 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"92"||"WGS"||26339
"93 Day"||0||9/6/2019 2:27:03 PM||"CMLT_93"||"93 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"93"||"WGS"||26340
"94 Day"||0||9/6/2019 2:27:05 PM||"CMLT_94"||"94 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"94"||"WGS"||26697
"95 Day"||0||9/6/2019 2:27:05 PM||"CMLT_95"||"95 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"95"||"WGS"||26698
"96 Day"||0||9/6/2019 2:27:05 PM||"CMLT_96"||"96 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"96"||"WGS"||26699
"97 Day"||0||9/6/2019 2:27:05 PM||"CMLT_97"||"97 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"97"||"WGS"||26700
"98 Day"||0||9/6/2019 2:27:05 PM||"CMLT_98"||"98 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"98"||"WGS"||26701
"99 Day"||0||9/6/2019 2:27:05 PM||"CMLT_99"||"99 Day"||"Lock Type"||||5/24/2021 11:43:05 PM||24724||"N"||"99"||"WGS"||26702
"Floating"||||9/12/2018 4:14:42 PM||"CMLT_FLO"||"Floating"||"Lock Type"||||6/11/2020 2:21:39 AM||2||||"0"||||1696
"Not Applicable"||0||9/12/2018 4:14:42 PM||"CMLT_NA"||"Not Applicable"||"Lock Type"||||6/11/2020 2:21:39 AM||||||"0"||||11595
"Investor"||||9/12/2018 4:14:42 PM||"LPT_001"||"Investor"||"Loss Payee Type"||"Investor"||6/11/2020 2:21:39 AM||||||"X01"||||1697
"Lender"||||9/12/2018 4:14:42 PM||"LPT_002"||"Lender"||"Loss Payee Type"||"Lender"||6/11/2020 2:21:39 AM||||||"X02"||||1698
"Other"||||9/12/2018 4:14:42 PM||"LPT_003"||"Other"||"Loss Payee Type"||"Other"||6/11/2020 2:21:39 AM||||||"X99"||||1699
"Direct Ownership"||||9/12/2018 4:14:42 PM||"MC_DO"||"Direct Ownership"||"Lot Own Type"||"FeeSimple"||6/11/2020 2:21:39 AM||17647||||||||24804
"Financing"||0||9/12/2018 4:14:42 PM||"MC_FIN"||"Financing"||"Lot Own Type"||||6/11/2020 2:21:39 AM||17648||||||||21379
"Indirect Ownership"||||9/12/2018 4:14:42 PM||"MC_IO"||"Indirect Ownership"||"Lot Own Type"||"Fractional"||6/11/2020 2:21:39 AM||17647||||||||24805
"Owned"||0||9/12/2018 4:14:42 PM||"MC_OWND"||"Owned"||"Lot Own Type"||||6/11/2020 2:21:39 AM||17648||||||||21378
"Paid Leasehold"||||9/12/2018 4:14:42 PM||"MC_PL"||"Paid Leasehold"||"Lot Own Type"||"Leasehold"||6/11/2020 2:21:39 AM||17647||||||||24806
"Unpaid Leasehold"||||9/12/2018 4:14:42 PM||"MC_UPL"||"Unpaid Leasehold"||"Lot Own Type"||"Other"||6/11/2020 2:21:39 AM||17647||||||||24807
"C_95 Homebuyer w/3/2"||||9/12/2018 4:14:42 PM||"LMP_95HB"||"C_95 Homebuyer with 3/2 Option"||"Low Mod Product"||||6/11/2020 2:21:39 AM||||||"C95"||||1700
"CRA Home Buyer"||||9/12/2018 4:14:42 PM||"LMP_CRHB"||"CRA Home Buyer"||"Low Mod Product"||||6/11/2020 2:21:39 AM||||||"CRA"||||1701
"HRS Home Buyer"||||9/12/2018 4:14:42 PM||"LMP_HRHB"||"HRS Home Buyer"||"Low Mod Product"||||6/11/2020 2:21:39 AM||||||"HSA"||||1702
"Factual Data by CBC"||||9/12/2018 4:14:42 PM||"LPCC_001"||"Factual Data by CBC"||"LP Merged Cred Cmpny"||||6/12/2020 11:07:57 AM||||"N"||"1"||"WGS"||10996
"Fidelity National"||0||9/12/2018 4:14:42 PM||"LPCC_002"||"Fidelity National"||"LP Merged Cred Cmpny"||||6/11/2020 2:21:39 AM||2||||"4"||||10997
"Equifax Mtg Solutions"||||9/12/2018 4:14:42 PM||"LPCC_003"||"Equifax Mtg Solutions"||"LP Merged Cred Cmpny"||||6/12/2020 11:07:57 AM||||"N"||"5"||"WGS"||10998
"Factual Data"||||9/12/2018 4:14:42 PM||"LPCC_004"||"Factual Data"||"LP Merged Cred Cmpny"||||6/12/2020 11:07:57 AM||||"N"||"6"||"WGS"||10999
"Corelogic Credco"||||9/12/2018 4:14:42 PM||"LPCC_005"||"Corelogic Credco"||"LP Merged Cred Cmpny"||||6/12/2020 11:07:57 AM||||"N"||"8"||"WGS"||11000
"LandAmerica"||0||9/12/2018 4:14:42 PM||"LPCC_006"||"LandAmerica"||"LP Merged Cred Cmpny"||||6/11/2020 2:21:39 AM||2||||"A"||||11001
"LandSafe"||0||9/12/2018 4:14:42 PM||"LPCC_007"||"LandSafe"||"LP Merged Cred Cmpny"||||6/11/2020 2:21:39 AM||4080||||"B"||||11002
"MeridianLink"||||12/20/2019 1:18:24 PM||"LPCC_008"||"MeridianLink"||"LP Merged Cred Cmpny"||||6/11/2020 2:21:39 AM||||"N"||"2"||"WGS"||27041
"SharperLending"||||12/20/2019 1:18:24 PM||"LPCC_009"||"SharperLending"||"LP Merged Cred Cmpny"||||6/11/2020 2:21:39 AM||||"N"||"3"||"WGS"||27042
"Accept"||||9/12/2018 4:14:42 PM||"LPRC_ACP"||"Accept"||"LP Risk Class"||"Accept"||6/11/2020 2:21:39 AM||||||"0"||||1703
"Caution"||||9/12/2018 4:14:42 PM||"LPRC_CAU"||"Caution"||"LP Risk Class"||"Caution"||6/11/2020 2:21:39 AM||||||"0"||||1704
"NA"||||9/12/2018 4:14:42 PM||"LPRC_NA"||"NA"||"LP Risk Class"||"NA"||6/11/2020 2:21:39 AM||||||"0"||||1705
"Refer"||||9/12/2018 4:14:42 PM||"LPRC_REF"||"Refer"||"LP Risk Class"||"Refer"||6/11/2020 2:21:39 AM||||||"0"||||1706
"CHOICEHome"||||4/22/2021 7:14:02 AM||"LP_CH"||"CHOICEHome"||"LP2 Loan Def4 Option"||||4/22/2021 7:14:02 AM||||"N"||"252"||"WGS"||28536
"CommunityLandTrust"||||5/19/2022 5:19:25 AM||"LP_CLT"||"CommunityLandTrust"||"LP2 loan def4 Option"||""||5/19/2022 5:19:25 AM||||"N"||||"WGS"||31114
"CHOICERenovation"||0||4/22/2021 7:14:02 AM||"LP_CR"||"CHOICERenovation"||"LP2 Loan Def4 Option"||||5/19/2022 5:19:25 AM||2||"N"||"253"||"WGS"||28537
"Enhanced Relief Refinance"||0||12/20/2019 1:18:24 PM||"LP_ERR"||"Enhanced Relief Refinance"||"LP2 Loan Def4 Option"||""||1/24/2022 12:00:02 AM||2||"N"||"320"||"WGS"||27043
"GreenCHOICE"||0||4/22/2021 7:14:02 AM||"LP_GC"||"GreenCHOICE"||"LP2 Loan Def4 Option"||||5/19/2022 5:19:25 AM||2||"N"||"254"||"WGS"||28538
"HFAAdvantage"||0||12/20/2019 1:18:00 PM||"LP_HFAS"||"Home Possible Advantage for HFAS"||"LP2 Loan Def4 Option"||||5/19/2022 5:21:12 AM||23064||"N"||"251"||"WGS"||27044
"HomePossibleMortgage"||0||9/12/2018 4:14:00 PM||"LP_HMP"||"Home Possible"||"LP2 Loan Def4 Option"||||5/19/2022 5:21:12 AM||||"N"||"241"||"WGS"||20518
"HomeOne"||0||4/22/2021 7:14:02 AM||"LP_HO"||"HomeOne"||"LP2 Loan Def4 Option"||||5/19/2022 5:19:25 AM||28043||"N"||"254"||"WGS"||28539
"Home Possible Advantage"||0||12/20/2019 1:18:24 PM||"LP_HPA"||"Home Possible Advantage"||"LP2 Loan Def4 Option"||""||5/19/2022 5:19:25 AM||24590||"N"||"250"||"WGS"||27045
"RefiPossible"||0||1/24/2022 12:00:02 AM||"LP_RP"||"Refi Possible"||"Lp2 Loan Def4 Option"||"RefiPossible"||5/19/2022 5:19:25 AM||23199||"N"||"255"||"WGS"||30552
"Relief Refinance - Open Access"||0||12/20/2019 1:18:24 PM||"LP_RROA"||"Relief Refinance - Open Access"||"LP2 Loan Def4 Option"||""||6/11/2020 2:22:42 AM||2||"N"||"310"||"WGS"||27046
"Blend"||0||9/12/2018 4:14:42 PM||"LPASC_BL"||"Blend"||"LPAServCompanyCode"||||6/11/2020 2:21:39 AM||21345||"N"||"BLND"||"WGS"||25320
"CoreLogic"||0||4/22/2021 7:14:02 AM||"LPASC_CL"||"CoreLogic"||"LPAServCompanyCode"||||4/22/2021 7:14:02 AM||21346||"N"||"CRLC"||"WGS"||28588
"Equifax"||0||9/12/2018 4:14:42 PM||"LPASC_EQ"||"Equifax"||"LPAServCompanyCode"||||6/11/2020 2:21:39 AM||21346||"N"||"EFX"||"WGS"||25453
"FormFree"||0||9/12/2018 4:14:42 PM||"LPASC_FF"||"FormFree"||"LPAServCompanyCode"||||6/11/2020 2:21:39 AM||21345||||"FF"||||25056
"Finicity"||0||9/12/2018 4:14:42 PM||"LPASC_FN"||"Finicity"||"LPAServCompanyCode"||||6/11/2020 2:21:39 AM||21345||"N"||"FNCY"||"WGS"||25321
